Age,Overall rating,Height in cm,Weight in kg,Value,Wage,Total attacking,Total skill,Total movement,Total power,Total mentality,Total defending,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,ATT,DEF,GK,MID
31,83,172,69,€26.5M,€39K,72.2,80.6,81,83,81.33,82.67,8,14,13,13,14,FALSE,TRUE,FALSE,FALSE
26,81,175,70,€28M,€82K,76,74.4,79.4,75.8,68,42.33,14,8,14,10,7,FALSE,FALSE,FALSE,TRUE
28,75,188,81,€5M,€35K,68.4,70.2,72.2,75.6,71.17,71.33,12,15,7,16,8,FALSE,TRUE,FALSE,FALSE
26,80,188,77,€24.5M,€100K,54,61.4,73.8,62,63.33,80,8,13,14,7,7,FALSE,TRUE,FALSE,FALSE
26,80,180,73,€24M,€100K,62.2,70.6,78,73.8,71.17,78.33,13,16,8,12,13,FALSE,TRUE,FALSE,FALSE
27,83,190,93,€31M,€110K,23.4,33.8,64.8,55.8,36.83,14.67,82,75,87,79,85,FALSE,FALSE,TRUE,FALSE
27,81,184,83,€26.5M,€58K,66.2,67,77,79.8,76.67,79.67,11,11,9,8,11,FALSE,FALSE,FALSE,TRUE
26,78,182,74,€17M,€33K,74.2,71.8,72.6,74.4,66.33,31,12,9,8,15,7,TRUE,FALSE,FALSE,FALSE
25,79,197,90,€18M,€71K,20.2,29.2,57.6,50.6,34.33,14.67,79,77,75,79,80,FALSE,FALSE,TRUE,FALSE
26,79,190,81,€20.5M,€50K,62.2,67.6,73.2,78.4,71.67,79.67,12,12,7,13,11,FALSE,TRUE,FALSE,FALSE
21,71,188,76,€4.2M,€16K,57,67.4,69,71,62,60.67,7,7,13,9,13,FALSE,FALSE,FALSE,TRUE
20,70,180,72,€3.5M,€37K,57.4,68,67.4,63.8,54.83,43,12,6,6,10,11,FALSE,FALSE,FALSE,TRUE
18,66,186,74,€1.9M,€1K,45.4,45.2,66.8,56.6,47.83,67.67,6,15,12,12,12,FALSE,TRUE,FALSE,FALSE
22,77,182,77,€23.5M,€21K,71,66.2,77,70.6,61.83,52.33,14,12,7,9,8,FALSE,FALSE,FALSE,TRUE
19,64,192,94,€1.5M,€2K,57,45.6,57.4,64.8,50.83,21,14,7,14,12,14,TRUE,FALSE,FALSE,FALSE
20,69,183,70,€2.9M,€20K,58,61.2,65.2,67,63.5,66.67,13,12,6,12,6,FALSE,FALSE,FALSE,TRUE
18,70,189,70,€3.7M,€3K,55.6,70,59.6,66.2,60.83,59,15,15,13,10,6,FALSE,FALSE,FALSE,TRUE
17,64,176,64,€1.8M,€4K,49.4,53.2,76.2,51.6,51.17,25.33,13,6,10,5,12,TRUE,FALSE,FALSE,FALSE
20,74,187,81,€9M,€21K,63,71,74.6,74.8,70,67,10,15,13,9,10,FALSE,FALSE,FALSE,TRUE
28,73,176,70,€0,€0,59.2,66.6,73.4,66.6,61.17,68,14,14,11,8,7,FALSE,TRUE,FALSE,FALSE
20,72,188,80,€4.8M,€11K,43.6,54.8,70.8,62.2,57.83,70.67,14,7,15,10,9,FALSE,TRUE,FALSE,FALSE
19,75,186,77,€12M,€41K,68.2,61.2,69.2,73,57.67,20.33,7,6,7,6,11,TRUE,FALSE,FALSE,FALSE
20,74,175,67,€9M,€18K,55.2,64.8,76.2,63.4,63.33,73.67,10,7,15,7,13,FALSE,TRUE,FALSE,FALSE
17,60,179,72,€775K,€500,57.8,62.2,70,63.4,57.83,56.33,6,12,9,14,5,FALSE,FALSE,FALSE,TRUE
18,71,186,80,€3.7M,€2K,66,70.8,74,64.8,71.83,66.67,12,10,13,6,7,FALSE,FALSE,FALSE,TRUE
19,65,172,66,€1.6M,€12K,54.2,61.2,62,55,57.83,60.67,12,14,11,8,12,FALSE,FALSE,FALSE,TRUE
20,74,192,85,€8.5M,€850,67.6,63.2,71.6,77.2,62.33,18.67,7,12,11,5,6,TRUE,FALSE,FALSE,FALSE
18,65,189,77,€1.7M,€2K,43,43,61.6,54,53.67,66,7,12,7,11,14,FALSE,TRUE,FALSE,FALSE
18,66,177,68,€2.2M,€2K,55.4,60.2,74.2,57.8,51.5,23.33,13,8,9,7,12,FALSE,FALSE,FALSE,TRUE
17,66,173,68,€2M,€500,54.8,57,63.8,54.6,59.83,65,9,10,11,14,9,FALSE,FALSE,FALSE,TRUE
16,61,184,74,€700K,€500,11.8,12.6,37.4,35.6,18.83,10.67,58,57,61,59,67,FALSE,FALSE,TRUE,FALSE
19,72,193,82,€5M,€21K,62.8,56,61.4,73.4,47.67,15,11,12,11,8,8,TRUE,FALSE,FALSE,FALSE
21,62,189,73,€700K,€4K,13.2,14.8,36,31.4,19.5,9,61,56,56,61,67,FALSE,FALSE,TRUE,FALSE
18,66,176,71,€1.4M,€700,52.4,55.6,68.4,69.8,60,55.67,14,6,10,8,9,FALSE,TRUE,FALSE,FALSE
22,73,181,67,€4.9M,€34K,66,64.2,79.4,71.6,58.5,23,9,15,14,6,11,TRUE,FALSE,FALSE,FALSE
23,73,171,69,€4.3M,€28K,53.4,56.4,79.2,62.6,63,71,11,11,7,9,8,FALSE,TRUE,FALSE,FALSE
26,79,167,65,€20.5M,€24K,74.2,79.4,85.4,75.6,77,70.67,9,6,9,7,9,FALSE,FALSE,FALSE,TRUE
23,78,181,80,€19M,€45K,75.2,76.8,75.6,77.4,69.67,39.33,6,12,8,9,7,FALSE,FALSE,FALSE,TRUE
27,73,175,64,€3.2M,€12K,67.4,68,80.2,66,70.33,69.33,11,12,8,9,7,FALSE,FALSE,FALSE,TRUE
23,76,177,77,€11M,€38K,68.6,73.2,77,68.4,62.83,60.33,8,10,14,12,11,FALSE,FALSE,FALSE,TRUE
22,75,180,70,€11.5M,€40K,61,75,80.2,68.4,68.5,64.67,6,10,14,11,7,FALSE,FALSE,FALSE,TRUE
24,75,171,62,€8M,€13K,67.6,76.2,81.2,60.8,72.5,67.33,7,14,6,13,8,FALSE,FALSE,FALSE,TRUE
24,78,190,82,€19.5M,€44K,74.6,72,68.4,78.6,67.83,28.67,7,10,10,11,9,TRUE,FALSE,FALSE,FALSE
28,82,187,79,€26M,€38K,19.6,26,57.6,48.6,32.83,21.67,80,76,71,80,89,FALSE,FALSE,TRUE,FALSE
22,68,183,82,€1.9M,€9K,55.6,53.4,77,64,54.33,54.33,12,13,8,6,9,FALSE,FALSE,FALSE,TRUE
24,77,186,86,€21.5M,€25K,69.8,65.2,68.4,77.4,63.83,29.33,7,9,9,13,9,TRUE,FALSE,FALSE,FALSE
26,75,190,82,€6.5M,€29K,71.2,64.6,68,75.4,54.33,29.33,11,10,9,8,7,TRUE,FALSE,FALSE,FALSE
25,78,194,89,€17.5M,€57K,53.6,53,65,76.6,58.17,77,12,11,11,10,7,FALSE,TRUE,FALSE,FALSE
21,75,192,87,€9M,€47K,53.6,51.8,64.8,61.6,61.5,75.33,11,14,5,9,14,FALSE,TRUE,FALSE,FALSE
23,79,180,73,€24.5M,€37K,58.8,67.2,68.6,68,71.17,77.33,10,14,12,12,15,FALSE,FALSE,FALSE,TRUE
25,76,198,88,€7.5M,€60K,18,19,41,45,31.33,12.33,78,73,72,76,79,FALSE,FALSE,TRUE,FALSE
22,73,178,69,€4.4M,€22K,57.2,61.6,75.2,64.4,65.17,69.33,15,10,11,7,6,FALSE,TRUE,FALSE,FALSE
22,71,172,66,€0,€0,60.8,71.2,74.8,65.4,59.5,47.33,13,10,7,9,10,FALSE,FALSE,FALSE,TRUE
22,68,180,80,€2.6M,€7K,59.6,55.8,71.8,73.2,59.17,64.33,14,15,6,7,13,FALSE,TRUE,FALSE,FALSE
26,82,180,75,€36.5M,€51K,72.4,64.8,77.8,80,64.83,19.67,11,10,15,14,10,TRUE,FALSE,FALSE,FALSE
22,76,176,76,€15.5M,€44K,69.6,66.2,77,75.6,72,44,6,14,10,14,8,TRUE,FALSE,FALSE,FALSE
23,74,179,67,€9.5M,€34K,70.2,68.2,78.4,73.2,59.17,30.67,15,7,10,7,8,TRUE,FALSE,FALSE,FALSE
22,68,185,74,€1.8M,€7K,53.8,61.4,64.6,67.6,64.33,62.67,12,5,8,13,6,FALSE,FALSE,FALSE,TRUE
24,77,181,79,€12.5M,€56K,64.8,67,70.8,74.4,67.5,76.33,11,13,9,10,13,FALSE,TRUE,FALSE,FALSE
21,70,182,75,€3.3M,€6K,50.4,63.6,68.2,70,59.83,69.33,14,11,10,9,6,FALSE,TRUE,FALSE,FALSE
21,66,185,73,€1.9M,€17K,57.6,66,67.2,69.2,60.17,50.67,11,14,15,7,9,FALSE,FALSE,FALSE,TRUE
21,71,188,81,€3.6M,€5K,12.2,15.2,36.6,42.6,31.17,9.33,72,65,79,71,73,FALSE,FALSE,TRUE,FALSE
22,75,193,81,€10.5M,€36K,48.8,51.6,59.8,58.8,54,75.67,9,10,6,13,9,FALSE,TRUE,FALSE,FALSE
22,74,178,65,€9.5M,€35K,63.6,65.4,83.2,63,58.33,37,7,5,15,7,6,FALSE,FALSE,FALSE,TRUE
21,64,193,76,€1.1M,€9K,13.2,13.6,40,40.2,18.67,13.33,61,63,56,64,66,FALSE,FALSE,TRUE,FALSE
23,76,179,69,€9.5M,€26K,56,58.8,66.6,66.2,67.67,73.67,11,14,8,11,7,FALSE,FALSE,FALSE,TRUE
23,75,188,75,€8.5M,€43K,74,69.6,77.8,81.4,71,74.67,6,10,15,13,6,TRUE,FALSE,FALSE,FALSE
24,71,171,65,€2.4M,€8K,64,74.4,75.2,69.4,69.17,60,8,5,9,13,14,FALSE,FALSE,FALSE,TRUE
21,76,175,79,€10.5M,€34K,68,64.6,79.4,72.4,61.67,23.33,9,12,9,14,8,TRUE,FALSE,FALSE,FALSE
21,71,179,73,€4.2M,€43K,61.6,71,71.4,67.8,66.33,61.67,11,10,10,9,14,FALSE,FALSE,FALSE,TRUE
20,62,195,81,€825K,€10K,41,40.8,54.4,55.8,48.33,59.67,14,11,6,14,9,FALSE,TRUE,FALSE,FALSE
20,72,175,61,€5M,€21K,54,60.4,81,50.8,58.17,58.33,8,11,13,9,10,FALSE,FALSE,FALSE,TRUE
21,67,188,75,€0,€0,58,63.6,72.8,66.4,63,50.33,7,7,8,10,6,FALSE,FALSE,FALSE,TRUE
21,74,184,79,€9.5M,€12K,62,74.2,73.2,69.6,62.67,58.67,11,14,14,11,15,FALSE,FALSE,FALSE,TRUE
19,66,185,75,€2.1M,€7K,46.6,55.2,69.4,58.6,50.83,66,12,7,7,10,12,FALSE,TRUE,FALSE,FALSE
20,71,172,68,€3.9M,€6K,52.4,55.6,71,63.8,61.83,69,9,10,8,14,13,FALSE,FALSE,FALSE,TRUE
24,77,194,88,€14.5M,€30K,67,72.2,65.6,81.6,71.5,71.67,7,14,8,7,11,FALSE,FALSE,FALSE,TRUE
21,72,183,80,€5M,€18K,54.6,62.6,72.8,63.8,57,71.67,7,13,9,7,8,FALSE,TRUE,FALSE,FALSE
24,72,176,69,€4.6M,€9K,61,71.2,76.2,61,62.67,52.33,12,7,12,14,14,FALSE,FALSE,FALSE,TRUE
23,71,184,79,€4.2M,€8K,66,62,77.6,71.2,57.17,29.67,9,10,11,15,12,TRUE,FALSE,FALSE,FALSE
20,69,187,80,€2.9M,€9K,43.4,42.8,73.6,55.8,51.33,67.67,13,9,8,12,8,FALSE,TRUE,FALSE,FALSE
21,71,178,65,€4.2M,€16K,62,64,71.4,71.6,67.5,66.33,8,15,10,9,6,FALSE,FALSE,FALSE,TRUE
20,75,189,81,€10.5M,€28K,53.2,50.4,64.8,59.2,53.5,76,14,11,10,11,13,FALSE,TRUE,FALSE,FALSE
21,73,176,72,€4.9M,€23K,64,60.8,77.8,71.6,59,20.33,5,6,12,6,14,TRUE,FALSE,FALSE,FALSE
20,73,178,66,€6.5M,€850,63.2,71.2,76.6,59.4,61.5,36.67,6,7,10,6,14,FALSE,FALSE,FALSE,TRUE
22,74,176,71,€6.5M,€27K,67,67.4,81,70.8,57.67,31.67,10,7,13,14,13,TRUE,FALSE,FALSE,FALSE
18,62,177,65,€1M,€7K,51.6,50.8,71.4,50.2,48.83,22.33,13,7,6,9,7,TRUE,FALSE,FALSE,FALSE
20,70,173,65,€3.5M,€8K,57,68.6,81.6,53.8,57,55,7,9,8,10,9,FALSE,FALSE,FALSE,TRUE
21,70,190,84,€3.3M,€10K,43,46.2,58.2,55.6,51.83,69.33,7,14,5,6,15,FALSE,TRUE,FALSE,FALSE
19,58,177,67,€525K,€800,50.8,61,64.4,52.6,53.5,47.67,5,10,13,8,7,FALSE,FALSE,FALSE,TRUE
20,71,185,75,€3.8M,€6K,45,51.8,66,60.2,52.5,70,11,6,11,13,14,FALSE,TRUE,FALSE,FALSE
19,71,191,73,€3.8M,€12K,47.4,51,73.8,64.6,51.67,67,5,14,13,10,11,FALSE,TRUE,FALSE,FALSE
21,75,181,78,€12M,€10K,55.4,65.6,75.6,78.2,67.5,72.33,11,11,11,6,13,FALSE,FALSE,FALSE,TRUE
22,74,176,68,€9M,€16K,52.8,66.8,59,59.2,70.17,71.67,11,7,13,12,9,FALSE,FALSE,FALSE,TRUE
34,74,192,87,€725K,€32K,16.2,18.4,45.8,42,26,16,75,69,62,73,79,FALSE,FALSE,TRUE,FALSE
32,86,180,80,€53.5M,€220K,74.4,85.4,73,74.8,80.33,73,11,14,5,5,13,FALSE,FALSE,FALSE,TRUE
32,83,189,84,€18M,€42K,14.8,14.4,51,52,31.83,13,82,80,77,85,84,FALSE,FALSE,TRUE,FALSE
31,75,184,80,€4.6M,€53K,69.2,75.4,51.6,70.6,73,60.33,14,11,15,8,16,FALSE,FALSE,FALSE,TRUE
35,82,183,78,€8M,€14K,63.2,55.6,65,76.4,68,82.67,12,5,8,11,12,FALSE,TRUE,FALSE,FALSE
34,82,177,75,€14.5M,€95K,77.2,78,81.4,77.6,75.83,53.67,5,11,14,5,7,FALSE,FALSE,FALSE,TRUE
36,81,185,80,€3.4M,€46K,17.6,25.4,61.2,51,37,18.67,81,80,73,81,84,FALSE,FALSE,TRUE,FALSE
31,81,176,79,€21.5M,€32K,71.4,82,74.8,66.8,72.17,57,10,8,12,15,6,FALSE,FALSE,FALSE,TRUE
30,84,183,74,€40.5M,€78K,71.8,85.2,75.6,71.8,66,62.67,6,8,6,12,11,FALSE,FALSE,FALSE,TRUE
29,76,186,76,€7.5M,€46K,69.6,76.2,66.8,75.8,70.67,61,9,14,12,6,10,FALSE,FALSE,FALSE,TRUE
31,81,184,78,€17.5M,€100K,72.2,74.6,72,78.4,73.83,83,14,5,15,14,5,FALSE,TRUE,FALSE,FALSE
30,77,179,85,€10.5M,€37K,77.2,77.8,72.8,83,72.33,41.33,8,7,9,7,12,TRUE,FALSE,FALSE,FALSE
30,72,182,74,€2M,€41K,67.6,66.6,66.2,64.4,67.83,71.33,14,10,7,9,15,FALSE,TRUE,FALSE,FALSE
31,84,199,76,€22.5M,€110K,18.4,23.4,51,50.8,34.5,16,82,82,75,84,86,FALSE,FALSE,TRUE,FALSE
29,77,182,75,€9M,€31K,65,66.4,62.8,73,65.67,77.33,15,10,14,12,15,FALSE,TRUE,FALSE,FALSE
28,76,179,74,€7.5M,€90K,61.8,72.4,78.2,71.2,68.17,60.33,13,16,13,10,6,TRUE,FALSE,FALSE,FALSE
27,83,176,77,€38.5M,€82K,74,75.2,83.8,75.6,68.67,44,14,10,10,9,7,FALSE,FALSE,FALSE,TRUE
33,64,178,70,€375K,€2K,60.4,62.8,67.4,62.8,56.17,37.33,10,10,12,7,7,FALSE,FALSE,FALSE,TRUE
29,68,183,75,€1.1M,€8K,49.2,46,68.2,64,55,67,13,12,6,16,14,FALSE,TRUE,FALSE,FALSE
30,83,176,72,€35M,€74K,73,79.4,78.2,74.2,77.83,61.33,6,6,10,10,10,FALSE,FALSE,FALSE,TRUE
30,79,196,77,€14.5M,€76K,58.6,60,63.4,67.2,64.83,79,7,10,13,7,15,FALSE,TRUE,FALSE,FALSE
27,74,179,75,€4.5M,€37K,67.8,72,74.2,72.4,67.67,49,8,9,12,8,8,FALSE,FALSE,FALSE,TRUE
27,73,180,85,€3.2M,€10K,66,72.2,73.6,70.2,67.17,57.67,11,15,11,15,12,FALSE,FALSE,FALSE,TRUE
29,65,181,73,€700K,€6K,58.2,49.4,75.8,63.4,54,41.67,12,16,15,8,12,FALSE,FALSE,FALSE,TRUE
30,76,184,89,€7.5M,€21K,71.2,64.8,73.4,79.4,68.67,38.33,10,16,13,12,15,TRUE,FALSE,FALSE,FALSE
27,78,180,77,€15M,€49K,73,71.8,78,72.2,58.67,25.67,8,14,9,14,13,TRUE,FALSE,FALSE,FALSE
26,77,187,71,€12.5M,€44K,72.6,62.8,72,75,67.5,30.67,12,12,8,7,11,TRUE,FALSE,FALSE,FALSE
29,73,180,76,€3M,€23K,67,67.4,72.2,78,67,38.33,12,14,6,8,15,TRUE,FALSE,FALSE,FALSE
25,82,185,75,€38.5M,€105K,71.6,76.4,67.4,80.6,74.5,79.33,11,12,11,10,15,FALSE,FALSE,FALSE,TRUE
27,79,189,88,€17.5M,€50K,63.8,55.2,73,66.8,62.33,82.67,8,12,10,7,7,FALSE,TRUE,FALSE,FALSE
27,76,185,80,€7M,€60K,63.2,62.2,70.6,67.2,68.17,73.33,14,9,15,10,15,FALSE,TRUE,FALSE,FALSE
28,86,192,95,€68M,€84K,79.8,83.4,67.4,85.8,77.67,77.67,7,10,7,16,7,FALSE,FALSE,FALSE,TRUE
26,83,180,72,€38M,€75K,71.4,69.8,79.2,76,76.5,80.67,9,12,12,13,12,FALSE,FALSE,FALSE,TRUE
28,75,176,73,€0,€0,66,67.2,76.8,74.8,67.33,69.67,9,7,8,12,11,FALSE,TRUE,FALSE,FALSE
25,79,185,74,€19M,€73K,64.2,68,77,72.8,68.83,79,15,16,13,13,8,FALSE,TRUE,FALSE,FALSE
24,77,185,75,€14.5M,€37K,59.6,72.4,74.2,73.2,69.17,64.33,7,6,13,8,12,FALSE,FALSE,FALSE,TRUE
25,73,193,89,€4.1M,€37K,61.2,58,70.4,77.4,61.83,39.67,6,11,9,11,11,TRUE,FALSE,FALSE,FALSE
27,83,190,77,€38.5M,€80K,54.4,55.6,62.8,67,65.5,82.33,13,12,8,6,8,FALSE,TRUE,FALSE,FALSE
28,72,186,83,€0,€0,68.2,71.4,72,73,56.33,35.33,11,5,10,9,12,TRUE,FALSE,FALSE,FALSE
26,78,184,76,€16.5M,€29K,69.2,73,76.8,74.8,73.83,75.33,6,12,9,7,8,FALSE,FALSE,FALSE,TRUE
26,77,191,84,€12M,€25K,55.4,60.4,63.6,66.8,66.17,76.67,9,10,5,5,13,FALSE,TRUE,FALSE,FALSE
24,77,185,80,€16M,€41K,71.4,65,75.2,78.2,67.33,34.33,9,11,11,8,6,TRUE,FALSE,FALSE,FALSE
26,78,175,70,€15M,€26K,63.4,63.2,79.2,75,77.5,73.67,6,10,11,5,6,FALSE,TRUE,FALSE,FALSE
24,64,182,78,€800K,€5K,57.2,52,78.4,66,51.67,32.33,6,12,11,8,9,FALSE,FALSE,FALSE,TRUE
25,78,173,77,€0,€0,70.2,76.8,80.2,78.4,65.33,27,5,11,12,8,7,FALSE,FALSE,FALSE,TRUE
26,75,169,61,€7M,€32K,70.6,73.4,75,75.8,73.17,71,12,7,7,9,10,FALSE,FALSE,FALSE,TRUE
25,75,172,70,€8M,€51K,64.2,72,81.8,71.6,70.17,69.67,12,15,14,10,9,FALSE,FALSE,FALSE,TRUE
24,77,185,70,€8.5M,€8K,70.6,64,75.2,77.8,67.17,31.33,15,9,6,9,15,TRUE,FALSE,FALSE,FALSE
26,77,181,76,€12.5M,€71K,68.6,76.8,72.4,69.4,73,69.33,8,10,13,8,7,FALSE,FALSE,FALSE,TRUE
25,75,190,77,€7M,€46K,61.6,55.6,61,73.6,67.17,72.33,10,8,6,6,11,FALSE,TRUE,FALSE,FALSE
27,76,178,75,€8.5M,€25K,71.4,76.2,72.2,76.2,73.33,67.67,11,14,6,8,8,FALSE,FALSE,FALSE,TRUE
24,77,165,64,€18.5M,€20K,64.4,67.6,69,63.4,66.17,78.67,14,11,8,13,9,FALSE,FALSE,FALSE,TRUE
29,81,180,73,€22.5M,€60K,67.4,63,78.8,70.6,68.33,80.33,6,8,13,15,7,FALSE,TRUE,FALSE,FALSE
26,80,182,78,€25M,€81K,67.2,76.2,74.6,77.4,73.33,78,12,8,8,12,8,FALSE,FALSE,FALSE,TRUE
24,79,185,68,€25M,€38K,68.6,75.4,76.2,77,78.33,73.33,6,13,6,13,11,FALSE,FALSE,FALSE,TRUE
26,76,183,78,€8M,€40K,60.6,60,63.6,67,62.17,76.67,10,13,11,7,8,FALSE,TRUE,FALSE,FALSE
26,80,175,69,€23M,€18K,68.8,74.2,85,72.2,67.33,40.67,14,10,5,13,6,FALSE,FALSE,FALSE,TRUE
25,74,173,65,€6M,€35K,64.2,68.4,80.2,63,72.5,62.67,11,7,11,14,15,FALSE,FALSE,FALSE,TRUE
25,79,175,72,€23M,€53K,67.2,75.2,72.6,73.4,73.17,69.67,7,11,8,7,10,FALSE,FALSE,FALSE,TRUE
24,73,188,78,€4.6M,€47K,65.2,72.2,65.6,73.2,70.83,68.67,15,14,14,13,6,FALSE,FALSE,FALSE,TRUE
39,80,180,82,€1.5M,€60K,77.2,84.6,55,67.4,72.5,16,5,12,14,11,11,FALSE,FALSE,FALSE,TRUE
36,81,179,75,€6.5M,€20K,76.8,75.8,74.4,76,73.33,31.33,7,10,11,13,12,TRUE,FALSE,FALSE,FALSE
34,76,176,83,€3.5M,€29K,77.8,80,64.2,74.4,76.67,50.67,10,11,13,8,7,FALSE,FALSE,FALSE,TRUE
19,67,168,66,€2.6M,€2K,54.6,61.8,79.2,47,50.33,26.33,10,12,8,14,7,FALSE,FALSE,FALSE,TRUE
17,63,188,81,€1.2M,€4K,54.8,53,67.8,64.4,52.83,26.67,13,11,5,14,6,TRUE,FALSE,FALSE,FALSE
38,80,187,85,€3.8M,€8K,56.6,53.8,61.6,73.2,63.67,80.67,3,3,2,4,3,FALSE,TRUE,FALSE,FALSE
38,72,183,88,€800K,€6K,73.2,73.2,58.8,71.2,69.17,31.67,10,9,16,9,9,TRUE,FALSE,FALSE,FALSE
35,82,194,85,€8M,€105K,68.4,65.2,55.6,65.6,75.33,82,10,11,14,15,8,FALSE,TRUE,FALSE,FALSE
37,74,175,65,€925K,€22K,72,75.2,69.4,69.4,72.83,71.33,16,10,15,16,15,FALSE,TRUE,FALSE,FALSE
36,80,188,82,€2.3M,€6K,19.4,23,57.6,37.6,35.83,18,82,77,67,79,83,FALSE,FALSE,TRUE,FALSE
34,80,186,81,€7M,€53K,74.2,73.6,56.2,69.2,76.67,81.33,5,7,7,10,7,FALSE,TRUE,FALSE,FALSE
34,77,175,77,€4.9M,€71K,63.6,79.6,77,66.4,69.83,49.33,14,12,13,7,13,FALSE,FALSE,FALSE,TRUE
32,75,185,73,€4.6M,€69K,73,68.8,67.2,70.8,68.67,38.33,9,10,6,12,16,TRUE,FALSE,FALSE,FALSE
32,74,183,76,€3.3M,€17K,67.8,76.2,62,64.2,71.83,66.67,6,11,5,10,8,FALSE,FALSE,FALSE,TRUE
34,74,192,87,€725K,€32K,16.2,18.4,45.8,42,26,16,75,69,62,73,79,FALSE,FALSE,TRUE,FALSE
32,86,180,80,€53.5M,€220K,74.4,85.4,73,74.8,80.33,73,11,14,5,5,13,FALSE,FALSE,FALSE,TRUE
32,83,189,84,€18M,€42K,14.8,14.4,51,52,31.83,13,82,80,77,85,84,FALSE,FALSE,TRUE,FALSE
31,75,184,80,€4.6M,€53K,69.2,75.4,51.6,70.6,73,60.33,14,11,15,8,16,FALSE,FALSE,FALSE,TRUE
31,80,182,76,€17.5M,€115K,74.2,85.6,64.6,67,67.67,44,9,14,7,7,6,FALSE,FALSE,FALSE,TRUE
21,67,175,76,€2.2M,€3K,52.2,58.8,69.2,65,59.67,65.33,12,8,15,7,14,FALSE,FALSE,FALSE,TRUE
21,70,178,70,€3.6M,€3K,55.2,63.6,80.2,63.6,59,35,13,6,12,14,13,FALSE,FALSE,FALSE,TRUE
21,70,182,71,€3.6M,€36K,67.2,65.6,68.8,66,54.5,18,14,5,9,8,8,TRUE,FALSE,FALSE,FALSE
20,73,181,82,€5M,€48K,64.6,61.8,79.6,73.8,55.67,17.33,14,6,10,14,10,TRUE,FALSE,FALSE,FALSE
20,70,179,74,€3.3M,€11K,56.6,62.6,68.6,66.6,60.83,69.67,13,8,10,8,15,FALSE,FALSE,FALSE,TRUE
23,75,180,70,€8.5M,€32K,62.2,67.6,81.4,66.2,62.83,32.67,7,9,7,15,8,FALSE,FALSE,FALSE,TRUE
20,66,175,62,€1.8M,€13K,51.6,51.4,73.6,53.8,56.33,61,8,11,15,14,7,FALSE,TRUE,FALSE,FALSE
21,74,193,87,€9M,€14K,48.8,47,53.6,62.8,53.33,75,12,14,14,7,11,FALSE,TRUE,FALSE,FALSE
20,74,180,73,€6.5M,€18K,63.2,69.4,77.4,64.2,69.17,58,7,14,10,14,6,FALSE,FALSE,FALSE,TRUE
22,75,189,83,€11.5M,€13K,65.4,69.2,66.4,80,63.83,32.33,6,10,6,14,13,TRUE,FALSE,FALSE,FALSE
21,72,187,70,€4.9M,€21K,42.8,47,66.2,57.6,51.5,72,9,14,9,10,8,FALSE,TRUE,FALSE,FALSE
20,72,175,69,€4.9M,€6K,54.8,62,75.4,56.8,58.67,70,13,9,7,6,11,FALSE,TRUE,FALSE,FALSE
23,74,192,84,€6M,€7K,54.8,60.8,60.2,67.4,56.67,74.67,12,15,5,9,9,FALSE,TRUE,FALSE,FALSE
19,70,186,70,€3.2M,€6K,60.6,60.8,65.2,59.8,58.5,65,15,12,6,12,13,FALSE,TRUE,FALSE,FALSE
22,74,187,75,€6.5M,€52K,68.6,62.6,64.8,71,59.5,30.67,11,8,13,13,7,TRUE,FALSE,FALSE,FALSE
17,62,185,76,€950K,€500,47.4,46,63,51.4,51.33,58,13,7,7,7,13,FALSE,TRUE,FALSE,FALSE
21,72,177,71,€5.5M,€23K,64,66.2,76.2,65,62.83,41.67,9,6,13,14,10,FALSE,FALSE,FALSE,TRUE
21,69,191,75,€3.2M,€24K,52.8,55.6,62.8,62.8,52.17,72,12,8,11,10,8,FALSE,TRUE,FALSE,FALSE
20,71,190,82,€3.9M,€11K,60.8,58.6,71.4,73,59.33,64.33,15,6,13,6,10,FALSE,TRUE,FALSE,FALSE
22,78,173,69,€15M,€13K,63.8,71.4,83.4,71,66.83,67,10,7,10,9,8,FALSE,FALSE,FALSE,TRUE
18,64,178,73,€1.5M,€700,47.4,49.4,72.2,44.2,51.83,60.67,13,10,13,14,12,FALSE,FALSE,FALSE,TRUE
19,65,192,80,€1.7M,€9K,59,58.8,69,68.2,52.33,31.33,12,7,14,6,7,TRUE,FALSE,FALSE,FALSE
20,71,178,64,€4.5M,€43K,57,62.8,68.8,64.4,64,68,11,10,15,9,11,FALSE,FALSE,FALSE,TRUE
20,74,175,67,€9M,€18K,55.2,64.8,76.2,63.4,63.33,73.67,10,7,15,7,13,FALSE,TRUE,FALSE,FALSE
19,63,188,76,€1.2M,€8K,47.2,48.8,61.2,54.6,51.83,62.33,13,7,10,11,7,FALSE,TRUE,FALSE,FALSE
21,70,188,80,€3.6M,€7K,59.6,67.4,61.6,72,67.33,51,12,14,9,14,8,FALSE,FALSE,FALSE,TRUE
18,66,175,70,€2M,€500,53.2,58.6,80.4,57.2,54.67,57,14,8,13,11,15,FALSE,FALSE,FALSE,TRUE
18,68,172,69,€2.8M,€2K,58.4,67.8,74,56.8,53.5,41,9,7,7,9,8,FALSE,FALSE,FALSE,TRUE
20,70,191,77,€3.6M,€6K,51.4,59.8,56.8,59.6,60.67,67.67,9,11,8,8,7,FALSE,FALSE,FALSE,TRUE
